,0,1,2
0,0.002861937,0.002864311,0.00287368
1,0.002888688,0.002916083,0.00287298
2,0.002876764,0.002880868,0.00287355
3,0.002863933,0.002862537,0.00287368
4,0.002882472,0.002881017,0.002873508
5,0.002882405,0.002879241,0.002873521
6,0.00287472,0.002871209,0.002873618
7,0.002873281,0.002870496,0.002873628
8,0.002866451,0.002865816,0.002873669
9,0.002864655,0.002862138,0.002873679
10,0.002885099,0.002887265,0.002873432
11,0.002865099,0.002862286,0.002873678
12,0.002894928,0.002913925,0.002872949
13,0.002873189,0.002869867,0.002873631
14,0.002864359,0.00286839,0.002873667
15,0.002888431,0.002898123,0.002873275
16,0.002872519,0.002867745,0.002873641
17,0.002886299,0.00288819,0.002873411
18,0.002873857,0.002870472,0.002873625
19,0.002861048,0.002862323,0.002873684
20,0.002871714,0.002867375,0.002873646
21,0.002879459,0.002881995,0.002873524
22,0.002904309,0.002946591,0.002872036
23,0.002861758,0.002862004,0.002873684
24,0.002875818,0.002872528,0.002873606
25,0.00287079,0.002865249,0.002873655
26,0.002871208,0.002864153,0.002873655
27,0.002871563,0.002866756,0.002873648
28,0.002882508,0.002877551,0.002873531
29,0.002861009,0.002862264,0.002873684
30,0.002861939,0.002862053,0.002873683
31,0.002882221,0.002894016,0.002873384
32,0.002883253,0.00287708,0.002873528
33,0.002871827,0.002865467,0.00287365
34,0.002860282,0.002861616,0.002873685
35,0.002867092,0.002863849,0.002873671
36,0.002870094,0.002865626,0.002873657
37,0.002891182,0.002885531,0.002873386
38,0.002861235,0.002862219,0.002873684
39,0.002871267,0.002867923,0.002873646
40,0.00288133,0.002884661,0.002873487
41,0.002876678,0.002880821,0.002873551
42,0.002877465,0.002869528,0.002873607
43,0.00287552,0.00287354,0.002873603
44,0.002876642,0.002877061,0.002873577
45,0.00286635,0.002864757,0.002873671
46,0.002873922,0.002892348,0.002873459
47,0.002881309,0.00288767,0.00287346
48,0.002872331,0.002865141,0.002873648
49,0.002861378,0.002861854,0.002873684
50,0.002882082,0.002899614,0.002873313
51,0.002875537,0.00288657,0.00287351
52,0.002864547,0.002862981,0.002873678
53,0.002861447,0.002862192,0.002873684
54,0.002872941,0.002869779,0.002873633
55,0.002861131,0.002861808,0.002873684
56,0.002870929,0.002866278,0.002873652
57,0.002860219,0.002862224,0.002873685
58,0.002865244,0.002862398,0.002873677
59,0.002874992,0.002877462,0.002873584
60,0.002873037,0.002868687,0.002873636
61,0.002874627,0.002881028,0.002873562
62,0.00286479,0.002861924,0.002873679
63,0.002878147,0.002877579,0.002873564
64,0.002862607,0.002863943,0.00287368
65,0.002890041,0.002907375,0.002873121
66,0.002870995,0.002867447,0.002873649
67,0.002876671,0.002871383,0.002873605
68,0.002878099,0.00287447,0.002873582
69,0.002863254,0.002863467,0.00287368
70,0.002863378,0.002863854,0.002873679
71,0.002871781,0.002871593,0.002873631
72,0.002871651,0.002866433,0.002873649
73,0.002868321,0.002867254,0.00287366
74,0.002875043,0.00286974,0.002873622
75,0.002873102,0.002868158,0.002873637
76,0.002879796,0.002881097,0.002873528
77,0.002898148,0.002926631,0.002872645
78,0.002881635,0.002901192,0.002873295
79,0.002876611,0.002873963,0.002873594
80,0.002878742,0.002876944,0.002873564
81,0.002874976,0.002873411,0.002873607
82,0.002860411,0.002862478,0.002873684
83,0.002871182,0.002870287,0.002873639
84,0.002861595,0.002862081,0.002873684
85,0.002864822,0.002862686,0.002873678
86,0.00286246,0.002861627,0.002873683
87,0.002873212,0.002866615,0.002873641
88,0.002875148,0.002869481,0.002873622
89,0.002872941,0.002866552,0.002873642
90,0.002888482,0.002915825,0.002872987
91,0.002869204,0.002866069,0.00287366
